Index	YYYY	MM	DD	HH	HsOS	TpOS	DirOS	HsNS	TpNS	DirNS	U10	U10Dir
106164	2015	05	10	09	0.69	4	327.3	0.42	4.44	9.9	3.7	284
106165	2015	05	10	12	0.55	3.91	323.9	0.13	3.69	8.5	1.1	177
106166	2015	05	10	15	0.43	3.8	319.6	0.03	3.57	8.7	3	233
106167	2015	05	10	18	0.34	3.86	317.9	0.02	4.08	4.2	2.4	231
106168	2015	05	10	21	0.32	3.83	316.4	0.02	4.24	3.4	3.6	222
106169	2015	05	11	00	0.33	2.69	220.6	0.03	3.25	124.6	2.6	243
106170	2015	05	11	03	0.32	2.94	221.4	0.03	3.18	123.6	2.2	279
106171	2015	05	11	06	0.29	3.07	224.6	0.02	2.81	117.8	3	323
106172	2015	05	11	09	0.26	3.21	226.6	0	2.53	113.7	2.1	281
106173	2015	05	11	12	0.23	16.51	135.6	0.17	16.57	112.1	2.9	291
106174	2015	05	11	15	0.35	16.08	136.1	0.26	16.12	113.2	3.8	269
106175	2015	05	11	18	0.39	2.48	273.9	0	0.46	74.5	4.3	264
106176	2015	05	11	21	0.45	3.14	284.1	0.01	1.21	58.7	4.2	329
106177	2015	05	12	00	0.53	3.01	325.7	0.09	3.74	5.5	5.8	342
106178	2015	05	12	03	0.62	3.33	336.1	0.43	4.57	9.3	4.7	333
106179	2015	05	12	06	0.57	3.63	341.7	0.43	4.63	12.9	3	302
106180	2015	05	12	09	0.5	3.76	342.8	0.27	4.47	12.4	4.5	273
106181	2015	05	12	12	0.45	3.68	332.7	0.08	4.01	1.1	2.9	300
106182	2015	05	12	15	0.39	16.84	135.1	0.3	16.9	111.3	2.4	316
106183	2015	05	12	18	0.33	17.27	135.3	0.25	17.34	110.4	1.3	346
106184	2015	05	12	21	0.29	17.44	135.2	0.22	17.52	110	2.5	298
106185	2015	05	13	00	0.32	16.98	135.1	0.24	17.05	111	4	319
106186	2015	05	13	03	0.33	16.7	135	0.25	16.76	111.6	2	319
106187	2015	05	13	06	0.31	16.55	135	0.24	16.61	111.9	2.2	259
106188	2015	05	13	09	0.29	16.43	134.9	0.22	16.49	112.1	1.9	290
106189	2015	05	13	12	0.27	16.37	134.8	0.21	16.42	112.2	0.4	348
106190	2015	05	13	15	0.26	16.34	134.8	0.2	16.39	112.2	0.9	140
106191	2015	05	13	18	0.26	16.3	134.8	0.2	16.35	112.3	1.8	200
106192	2015	05	13	21	0.26	16.28	134.8	0.2	16.33	112.4	1.1	271
106193	2015	05	14	00	0.26	16.24	134.3	0.2	16.29	112.2	0.8	258
106194	2015	05	14	03	0.26	16.18	134.4	0.2	16.23	112.4	1.8	186
106195	2015	05	14	06	0.25	16.01	134.4	0.19	16.05	112.8	2.2	236
106196	2015	05	14	09	0.25	15.81	134.5	0.19	15.85	113.2	1.3	288
106197	2015	05	14	12	0.25	15.84	134.8	0.19	15.88	113.3	1.8	41
106198	2015	05	14	15	0.25	16.01	134.7	0.19	16.05	112.9	2.7	91
106199	2015	05	14	18	0.29	16	134.3	0.22	16.04	112.7	4.1	191
106200	2015	05	14	21	0.33	15.89	134.4	0.25	15.93	113	1.5	311
106201	2015	05	15	00	0.34	15.75	134.4	0.26	15.79	113.3	1.2	348
106202	2015	05	15	03	0.36	15.51	134.4	0.28	15.54	113.8	1.3	114
106203	2015	05	15	06	0.36	15.27	134.4	0.28	15.3	114.3	2.2	115
106204	2015	05	15	09	0.35	15.11	134.3	0.27	15.13	114.6	1.2	179
106205	2015	05	15	12	0.33	15.02	134.3	0.25	15.04	114.8	0.6	53
106206	2015	05	15	15	0.32	14.97	134.3	0.25	14.99	114.9	1	287
106207	2015	05	15	18	0.3	14.94	134.3	0.23	14.96	115	2.6	255
106208	2015	05	15	21	0.29	14.93	134.3	0.22	14.95	115	3	295
106209	2015	05	16	00	0.29	14.9	134.3	0.22	14.92	115.1	2.7	284
106210	2015	05	16	03	0.35	14.81	134.3	0.27	14.83	115.3	3.9	287
106211	2015	05	16	06	0.4	14.6	134.3	0.31	14.61	115.7	4.1	327
106212	2015	05	16	09	0.41	14.61	134.3	0.32	14.62	115.7	3.5	307
106213	2015	05	16	12	0.39	14.82	134.3	0.3	14.84	115.2	2.3	289
106214	2015	05	16	15	0.36	15.03	134.3	0.28	15.05	114.8	2.5	250
106215	2015	05	16	18	0.33	15.41	134.3	0.25	15.44	114	3	259
106216	2015	05	16	21	0.39	14.98	134.3	0.3	15	114.9	3.7	286
106217	2015	05	17	00	0.49	14.63	134.3	0.38	14.64	115.7	3.5	299
106218	2015	05	17	03	0.57	3.45	297.1	0.07	1.98	42.2	4.6	294
106219	2015	05	17	06	0.59	3.63	297.6	0.08	2.11	41.1	3	307
106220	2015	05	17	09	0.56	3.83	298.7	0.06	2.03	40.4	2.9	285
106221	2015	05	17	12	0.5	3.94	300.2	0.02	1.82	39.8	1.9	292
106222	2015	05	17	15	0.47	3.93	303	0.02	2.44	31.8	4.2	283
106223	2015	05	17	18	0.73	3.63	297	0.18	2.77	38.9	6.5	278
106224	2015	05	17	21	0.98	4.31	299.4	0.37	4.61	30.1	5.3	302
106225	2015	05	18	00	1.11	4.8	295.7	0.38	5.5	31.5	4.8	306
106226	2015	05	18	03	1.16	4.99	293.6	0.37	5.76	32.9	4.3	301
106227	2015	05	18	06	1.03	5.18	293.4	0.29	5.46	35.4	4.8	278
106228	2015	05	18	09	0.84	5.23	295.5	0.21	4.9	36.5	5.1	292
106229	2015	05	18	12	0.7	3.7	309.6	0.27	3.42	27.1	5.8	331
106230	2015	05	18	15	0.8	3.76	313.2	0.44	4.08	24.5	7.5	312
106231	2015	05	18	18	1.07	4.07	306.5	0.62	5.09	27.1	8.4	304
106232	2015	05	18	21	1.29	4.44	302	0.66	6.39	23.6	8.3	300
106233	2015	05	19	00	1.27	4.74	300.1	0.56	6.55	23.4	7.5	307
106234	2015	05	19	03	1.17	4.7	300.6	0.51	6.05	25.4	7.2	313
106235	2015	05	19	06	1	4.55	302.1	0.42	5.14	28.4	6.1	315
106236	2015	05	19	09	0.87	4.39	302.5	0.33	4.34	30.4	5.4	299
106237	2015	05	19	12	0.71	4.44	301.9	0.19	3.61	33.4	2.3	338
106238	2015	05	19	15	0.56	4.36	303.6	0.08	2.88	34.2	1.1	144
106239	2015	05	19	18	0.42	4.3	306.7	0.02	3.65	20.6	3.5	174
106240	2015	05	19	21	0.35	4.26	310.7	0.02	4.38	9.2	1.5	232
106241	2015	05	20	00	0.28	13.54	134.2	0.22	13.53	118	1.8	331
106242	2015	05	20	03	0.24	13.58	134.3	0.19	13.57	117.9	1.5	3
106243	2015	05	20	06	0.21	13.65	134.3	0.16	13.65	117.8	1	87
106244	2015	05	20	09	0.18	13.74	134.3	0.14	13.74	117.6	2	215
106245	2015	05	20	12	0.16	13.82	134.3	0.12	13.82	117.4	1.3	182
106246	2015	05	20	15	0.16	13.76	134.3	0.12	13.76	117.5	1.1	188
106247	2015	05	20	18	0.19	13.58	133.7	0.15	13.57	117.5	2.9	148
106248	2015	05	20	21	0.2	13.47	133.6	0.16	13.46	117.7	1.6	139
106249	2015	05	21	00	0.21	13.42	133.6	0.16	13.41	117.8	2.1	63
106250	2015	05	21	03	0.23	13.35	134.3	0.18	13.34	118.4	3.9	123
106251	2015	05	21	06	0.26	13.16	134.3	0.2	13.15	118.8	2.7	116
106252	2015	05	21	09	0.25	12.95	134.1	0.2	12.93	119.1	1.1	210
106253	2015	05	21	12	0.25	12.6	133.8	0.2	12.57	119.6	0.6	26
106254	2015	05	21	15	0.25	12.42	134.3	0.2	12.39	120.4	0.8	133
106255	2015	05	21	18	0.27	12.42	134.2	0.21	12.39	120.3	1.6	232
106256	2015	05	21	21	0.29	12.4	134.1	0.23	12.37	120.3	1.6	342
106257	2015	05	22	00	0.28	3.7	134	0.28	3.93	133.9	2.3	327
106258	2015	05	22	03	0.26	12.36	132.4	0.21	12.33	119.2	1.6	325
106259	2015	05	22	06	0.28	12.15	129.7	0.22	12.12	117.6	2.7	313
106260	2015	05	22	09	0.31	9.99	134.5	0.26	9.94	124.7	2.7	296
106261	2015	05	22	12	0.32	9.86	134.8	0.27	9.81	125.1	1.5	359
106262	2015	05	22	15	0.31	9.45	134.6	0.26	9.4	125.6	1.7	326
106263	2015	05	22	18	0.29	8.49	135.7	0.25	8.43	127.7	1.5	245
106264	2015	05	22	21	0.29	8.24	135.5	0.26	8.18	128.1	1.6	329
106265	2015	05	23	00	0.28	3.04	330.4	0.02	3.92	358.9	1.3	315
106266	2015	05	23	03	0.28	3.38	1.5	0.26	4.07	9.4	0.7	56
106267	2015	05	23	06	0.28	3.52	74.7	0.32	4.06	75.2	1.4	26
106268	2015	05	23	09	0.28	3.6	110.3	0.31	4.04	110.2	1.6	250
106269	2015	05	23	12	0.28	10.18	137	0.23	10.12	125.4	0.8	283
106270	2015	05	23	15	0.27	10.18	137.2	0.22	10.12	125.5	0.7	277
106271	2015	05	23	18	0.25	10.24	135.9	0.21	10.19	125	2.1	250
106272	2015	05	23	21	0.22	3.82	123.6	0.22	3.93	123.9	3	313
106273	2015	05	24	00	0.19	12.66	134.5	0.15	12.64	120	2.3	286
106274	2015	05	24	03	0.16	13.2	134.7	0.12	13.19	119	2.2	215
106275	2015	05	24	06	0.14	13.26	134.5	0.11	13.25	118.7	1.5	214
106276	2015	05	24	09	0.14	12.45	134.7	0.11	12.42	120.6	2.2	310
106277	2015	05	24	12	0.17	11.5	136.4	0.13	11.45	123	1.5	328
106278	2015	05	24	15	0.18	11.16	136.3	0.14	11.11	123.6	3.1	336
106279	2015	05	24	18	0.18	10.96	135.3	0.15	10.91	123.6	2.5	327
106280	2015	05	24	21	0.19	8.83	138	0.16	8.76	128.1	2.7	306
106281	2015	05	25	00	0.17	8.1	137	0.15	8.04	128.9	1.6	271
106282	2015	05	25	03	0.16	6.93	133.4	0.15	6.87	128.7	2.1	216
106283	2015	05	25	06	0.17	14.31	137	0.13	14.31	117.3	0.6	222
106284	2015	05	25	09	0.17	13.74	135.7	0.13	13.73	118.2	1.2	277
106285	2015	05	25	12	0.17	13.45	135.4	0.13	13.44	118.8	1	350
106286	2015	05	25	15	0.16	11.75	136.4	0.12	11.7	122.7	2.9	328
106287	2015	05	25	18	0.17	11.36	136.8	0.13	11.31	123.4	0.6	44
106288	2015	05	25	21	0.17	13.59	135.9	0.13	13.58	118.6	2.2	268
106289	2015	05	26	00	0.25	2.11	279.9	0	1.88	56.3	4.2	280
106290	2015	05	26	03	0.35	2.95	276.8	0	0.95	68.1	2.5	285
106291	2015	05	26	06	0.37	3.23	277.4	0	0.95	67.6	1.1	250
106292	2015	05	26	09	0.34	3.32	277.6	0	1.1	66.1	1.5	346
106293	2015	05	26	12	0.3	3.43	279.6	0	1.58	59.7	2	77
106294	2015	05	26	15	0.28	3.48	281.7	0	2.04	52.7	3.4	298
106295	2015	05	26	18	0.71	3.55	281.7	0.07	1.53	60.5	6.3	279
106296	2015	05	26	21	0.97	4.28	278.6	0.11	2.73	57.8	5.5	277
106297	2015	05	27	00	1.02	4.67	278.6	0.11	3.51	55.3	5.2	257
106298	2015	05	27	03	1.01	4.81	276.1	0.08	3.5	58	5.6	241
106299	2015	05	27	06	0.95	4.85	274.5	0.05	3.26	61.1	5	252
106300	2015	05	27	09	0.82	4.92	275.9	0.05	3.07	61.8	4.1	254
106301	2015	05	27	12	0.73	4.74	275	0.03	2.41	65.7	4.7	280
106302	2015	05	27	15	0.73	4.27	275	0.03	1.58	68	5.8	279
106303	2015	05	27	18	1.05	4.3	269.8	0.01	2.28	67.3	6.5	264
106304	2015	05	27	21	1.12	4.5	263.6	0.05	3.63	74.9	6.4	253
106305	2015	05	28	00	0.95	4.65	262.1	0.05	3.36	78.6	5.3	237
106306	2015	05	28	03	0.82	4.54	262.6	0.04	2.62	79.3	5.3	235
106307	2015	05	28	06	0.7	4.11	255.1	0.07	2.01	87.6	2.5	251
106308	2015	05	28	09	0.57	3.95	247.6	0.08	1.61	90.4	1.1	295
106309	2015	05	28	12	0.43	3.99	244.2	0.06	0.96	87.4	1.5	56
106310	2015	05	28	15	0.3	4.17	243.2	0.02	0.54	83.6	2.1	223
106311	2015	05	28	18	0.55	2.94	270.7	0	0.2	79	7	274
106312	2015	05	28	21	0.96	3.95	280	0.13	2.37	57.2	6.8	289
106313	2015	05	29	00	0.92	4.41	280.6	0.12	2.92	55.7	4	295
106314	2015	05	29	03	0.79	4.54	282.4	0.1	2.78	55.7	3.8	281
106315	2015	05	29	06	0.65	4.56	285	0.07	2.45	55.1	5	299
106316	2015	05	29	09	0.56	4.39	288.4	0.04	2.02	53	4.2	301
106317	2015	05	29	12	0.46	4.28	294.6	0.02	2.42	41.4	3.4	305
106318	2015	05	29	15	0.38	3.8	302.5	0.01	3.7	18	1.4	322
106319	2015	05	29	18	0.31	3.74	306.9	0.01	4.58	5.5	1.6	249
106320	2015	05	29	21	0.27	3.71	310.4	0.01	4.89	0.2	2.1	292
106321	2015	05	30	00	0.24	3.69	314.1	0.01	4.87	358.3	1.8	322
106322	2015	05	30	03	0.21	3.74	316.1	0.01	4.76	358.3	1.3	77
106323	2015	05	30	06	0.19	6.14	129.6	0.18	6.08	126.6	2	177
106324	2015	05	30	09	0.18	5.66	126.7	0.17	5.59	124.6	1.3	248
106325	2015	05	30	12	0.18	5.23	125.7	0.18	5.16	124.3	1.5	251
106326	2015	05	30	15	0.19	5.08	126.9	0.19	5.01	125.6	1.7	294
106327	2015	05	30	18	0.19	5.05	127.6	0.19	4.98	126.3	2.7	262
106328	2015	05	30	21	0.17	5.28	129.1	0.17	5.21	127.4	3.4	268
106329	2015	05	31	00	0.4	2.49	301.5	0.01	3.4	22.1	4.4	306
106330	2015	05	31	03	0.47	2.8	318.4	0.03	3.28	12.6	4.2	315
106331	2015	05	31	06	0.45	3.13	330.3	0.04	3.93	359.1	3	296
106332	2015	05	31	09	0.47	3.06	313.9	0.03	3.04	18.2	5.1	290
106333	2015	05	31	12	0.6	3.4	318.5	0.19	3.53	16.6	5.3	301
106334	2015	05	31	15	0.62	4.23	324.9	0.26	4.3	10.1	2.6	280
106335	2015	05	31	18	0.61	4.4	325.4	0.24	4.49	9.6	4	325
106336	2015	05	31	21	0.78	4.23	326.4	0.58	4.98	14.6	6.2	318
106337	2015	06	01	00	0.85	4.36	326.2	0.7	5.36	17.6	5.5	304
106338	2015	06	01	03	0.78	4.58	328.2	0.58	5.44	13.8	4	298
106339	2015	06	01	06	0.69	4.65	328.4	0.41	5.22	10.1	3.2	331
106340	2015	06	01	09	0.58	4.64	327.1	0.19	4.76	7.2	2.7	286
106341	2015	06	01	12	0.49	4.6	326.7	0.04	4.42	4.5	2.7	295
106342	2015	06	01	15	0.41	4.45	325.1	0.03	4.34	4	2.5	268
106343	2015	06	01	18	0.34	4.37	324.3	0.02	4.43	2.4	1.4	278
106344	2015	06	01	21	0.33	4.27	324.8	0.02	4.33	1.6	4.9	321
106345	2015	06	02	00	0.5	3.02	328.1	0.04	3.79	1.4	5.1	350
106346	2015	06	02	03	0.48	3.11	41.8	0.48	4.01	43.9	6	85
106347	2015	06	02	06	0.67	3.75	87.6	1.53	5.82	89.5	4.1	97
106348	2015	06	02	09	0.65	4.1	89	1.47	5.91	90.7	4	169
106349	2015	06	02	12	0.55	4.4	89.2	1.12	6.02	90.8	3.8	278
106350	2015	06	02	15	0.51	4.61	89.7	0.99	6.15	91.1	3.2	262
106351	2015	06	02	18	0.42	4.89	91.3	0.71	5.84	91.8	1.3	322
106352	2015	06	02	21	0.33	5.24	92.6	0.45	5.62	92.3	3.5	349
106353	2015	06	03	00	0.3	2.24	0.4	0.29	4.18	10.6	3.9	38
106354	2015	06	03	03	0.43	2.64	61.1	0.56	4.37	61.2	5.3	64
106355	2015	06	03	06	0.58	3.29	75.2	1.11	5.25	77	4.3	70
106356	2015	06	03	09	0.53	3.85	82	1.01	5.41	84	5.1	176
106357	2015	06	03	12	0.46	4.26	86	0.83	5.48	87.6	4.2	258
106358	2015	06	03	15	0.37	4.63	88.7	0.58	5.31	89.4	2.4	253
106359	2015	06	03	18	0.29	5.08	89.7	0.36	5.25	89.6	0.5	9
106360	2015	06	03	21	0.21	13.61	134.8	0.16	13.61	118.2	1.6	328
106361	2015	06	04	00	0.16	13.79	134.8	0.12	13.79	117.8	2.9	26
106362	2015	06	04	03	0.74	3.1	79.7	1.68	5.69	81.8	9.4	81
106363	2015	06	04	06	1.72	4.91	94.2	3.65	6.98	94	11.4	104
106364	2015	06	04	09	2.02	5.84	95.4	3.11	6.92	94.3	9.8	105
106365	2015	06	04	12	1.95	6.16	97.3	3.09	7.34	95.8	9.1	118
106366	2015	06	04	15	1.76	6.22	99.7	3.21	7.82	97.8	7.9	130
106367	2015	06	04	18	1.62	6.18	100.8	3.33	8.1	98.7	5.8	123
106368	2015	06	04	21	1.48	6.08	101.8	3.4	8.29	99.6	7.3	85
106369	2015	06	05	00	1.75	5.92	99.5	3.31	7.62	97.9	10.3	82
106370	2015	06	05	03	2.07	6.17	99.7	2.99	7.08	97.9	10.7	90
106371	2015	06	05	06	1.99	6.25	103.6	3.02	7.33	101.2	9	103
106372	2015	06	05	09	1.6	6.16	108.9	3.33	8.14	105.6	5.6	112
106373	2015	06	05	12	1.25	5.85	108.8	2.82	7.77	106	4.5	123
106374	2015	06	05	15	1.04	5.78	110.4	2.23	7.36	108	5.5	120
106375	2015	06	05	18	0.98	5.59	110.6	2.1	7.11	108.5	5.4	131
106376	2015	06	05	21	0.94	5.35	113.4	2.01	6.81	111.3	3.5	127
106377	2015	06	06	00	0.91	5.52	118.6	1.86	6.79	115.8	3.9	89
106378	2015	06	06	03	0.91	5.7	121.9	1.81	6.88	118.6	5.1	84
106379	2015	06	06	06	0.89	5.81	123.5	1.72	6.9	120	3.9	87
106380	2015	06	06	09	0.82	5.92	124.7	1.49	6.82	121.2	1.6	159
106381	2015	06	06	12	0.72	6.05	125.1	1.18	6.72	121.7	1.2	230
106382	2015	06	06	15	0.62	6.13	125.8	0.89	6.57	122.6	2.3	241
106383	2015	06	06	18	0.51	6.1	126.7	0.57	6.29	123.9	4	246
106384	2015	06	06	21	0.51	5.82	127.1	0.57	6.01	124.7	3.7	270
106385	2015	06	07	00	0.41	5.81	127.7	0.43	5.89	125.3	3	290
106386	2015	06	07	03	0.33	12.43	134.3	0.26	12.4	120.4	2.6	291
106387	2015	06	07	06	0.32	12.55	134.3	0.25	12.52	120.1	3.9	306
106388	2015	06	07	09	0.42	2.79	315	0.02	3.49	12.4	4.3	313
106389	2015	06	07	12	0.46	3.37	325	0.03	3.67	4.3	2.9	303
106390	2015	06	07	15	0.46	3.79	324.7	0.03	3.66	4.6	2.6	237
106391	2015	06	07	18	0.42	4.18	326.3	0.03	4.03	2.5	2.7	202
106392	2015	06	07	21	0.41	4.35	326.9	0.03	4.26	2.3	3.4	242
106393	2015	06	08	00	0.38	4.53	328.1	0.03	4.52	1.6	3.6	312
106394	2015	06	08	03	0.42	12.6	134.2	0.33	12.57	120	4	308
106395	2015	06	08	06	0.38	12.9	134.2	0.3	12.88	119.3	1.9	352
106396	2015	06	08	09	0.32	13.26	134.2	0.25	13.25	118.6	2.7	100
106397	2015	06	08	12	0.28	13.34	134.3	0.22	13.33	118.4	2	109
106398	2015	06	08	15	0.26	13.35	134.3	0.2	13.34	118.4	3	162
106399	2015	06	08	18	0.27	13.28	134.3	0.21	13.27	118.6	1.9	167
106400	2015	06	08	21	0.28	13.2	134.3	0.22	13.19	118.7	3	30
106401	2015	06	09	00	0.41	12.47	134.3	0.32	12.44	120.3	5.8	100
106402	2015	06	09	03	0.87	3.78	103	2.1	5.85	103	7.3	96
106403	2015	06	09	06	1.13	4.4	93.8	2.91	6.74	94.4	6.9	95
106404	2015	06	09	09	1.22	4.68	98.1	3.1	7.02	97.7	8.5	116
106405	2015	06	09	12	1.23	4.91	106.9	3.03	7.11	105.1	6	166
106406	2015	06	09	15	1.03	5.24	110.3	2.32	6.94	108.3	2.5	231
106407	2015	06	09	18	0.9	5.3	113	1.9	6.7	111.1	3.9	97
106408	2015	06	09	21	0.9	5.23	113.6	1.91	6.64	111.6	6.3	97
106409	2015	06	10	00	1.16	13.91	111.8	0.95	13.84	101.9	6.5	106
106410	2015	06	10	03	1.55	13.54	112.8	1.28	13.48	103.1	7	105
106411	2015	06	10	06	1.87	13.21	112.8	1.55	13.16	103.4	6.3	109
106412	2015	06	10	09	2.08	12.84	112.6	1.73	12.8	103.6	6.2	124
106413	2015	06	10	12	2.18	12.47	111.9	1.82	12.44	103.5	5.6	152
106414	2015	06	10	15	2.17	12.08	111.9	1.82	12.06	103.9	4.8	162
106415	2015	06	10	18	2.13	11.51	111.9	1.89	11.55	104.5	6.8	139
106416	2015	06	10	21	2.09	11.09	112.9	1.94	11.21	105.6	6	109
106417	2015	06	11	00	2.13	10.73	114.1	2.02	10.88	106.9	8.4	103
106418	2015	06	11	03	2.16	10.51	115.9	2.07	10.67	108.6	7.6	106
106419	2015	06	11	06	2.06	10.41	117.7	2.04	10.65	110.1	6.6	115
106420	2015	06	11	09	1.85	10.27	118.5	2	10.67	110.7	6.3	124
106421	2015	06	11	12	1.66	10.09	119	1.99	10.67	111.2	4.4	136
106422	2015	06	11	15	1.54	9.89	119	2.02	10.64	111.2	5.2	151
106423	2015	06	11	18	1.53	9.66	118.9	2.1	10.5	111.3	5.4	124
106424	2015	06	11	21	1.58	9.6	119.4	2.13	10.42	111.8	6.1	106
106425	2015	06	12	00	1.6	9.64	120.2	2.12	10.42	112.4	5.3	94
106426	2015	06	12	03	1.6	9.72	120.5	2.09	10.48	112.6	6.2	105
106427	2015	06	12	06	1.58	9.68	121.3	2.1	10.47	113.2	5.8	114
106428	2015	06	12	09	1.49	9.47	121	2.15	10.4	113.1	5	140
106429	2015	06	12	12	1.36	9.27	120.3	1.99	10.17	112.8	4.6	151
106430	2015	06	12	15	1.26	9.1	120.7	1.87	9.96	113.5	5.1	157
106431	2015	06	12	18	1.19	8.76	120.2	1.83	9.65	113.4	4.5	165
106432	2015	06	12	21	1.12	8.45	119.9	1.77	9.36	113.6	2.8	141
106433	2015	06	13	00	1.06	8.29	120.1	1.69	9.17	114.1	2.8	120
106434	2015	06	13	03	1.03	8.05	120.4	1.67	8.94	114.6	4.5	120
106435	2015	06	13	06	1.02	7.78	119.3	1.71	8.74	113.9	4.5	130
106436	2015	06	13	09	0.98	7.66	118.2	1.65	8.6	113.2	3.7	139
106437	2015	06	13	12	0.92	7.59	118.5	1.53	8.46	113.6	3.7	166
106438	2015	06	13	15	0.86	7.53	118.7	1.4	8.33	114	3.4	165
106439	2015	06	13	18	0.81	7.47	118.8	1.29	8.21	114.3	3.6	145
106440	2015	06	13	21	0.76	7.44	119.7	1.17	8.1	115.2	4	124
106441	2015	06	14	00	0.72	7.4	120.6	1.07	7.99	116.2	3.2	132
106442	2015	06	14	03	0.67	7.35	120.9	0.96	7.87	116.6	3.2	109
106443	2015	06	14	06	0.66	7.24	121	0.94	7.75	116.8	4.4	146
106444	2015	06	14	09	0.63	7.18	121	0.87	7.65	117	1.6	94
106445	2015	06	14	12	0.59	7.14	121.4	0.78	7.54	117.5	2.4	142
106446	2015	06	14	15	0.59	7.07	121.5	0.78	7.48	117.7	4.4	171
106447	2015	06	14	18	0.58	7.08	122.8	0.74	7.44	118.9	2.8	135
106448	2015	06	14	21	0.55	7.27	123.7	0.65	7.55	119.5	3	89
106449	2015	06	15	00	0.54	7.51	125.4	0.61	7.72	120.7	3.4	98
106450	2015	06	15	03	0.55	7.56	125.7	0.63	7.78	120.8	3.5	121
106451	2015	06	15	06	0.57	7.49	125.5	0.68	7.75	120.7	3.3	107
106452	2015	06	15	09	0.57	7.4	125.1	0.69	7.67	120.5	2.5	126
106453	2015	06	15	12	0.55	7.33	125.6	0.64	7.57	121	2	163
106454	2015	06	15	15	0.54	7.45	126.5	0.6	7.64	121.8	2	191
106455	2015	06	15	18	0.53	7.95	128.4	0.55	8.07	122.7	1.4	181
106456	2015	06	15	21	0.51	8.28	128.5	0.5	8.36	122.4	1	105
106457	2015	06	16	00	0.51	8.3	128.2	0.5	8.38	122	2	96
106458	2015	06	16	03	0.54	8.16	127	0.57	8.31	121.2	4.5	138
106459	2015	06	16	06	0.56	7.89	125.6	0.64	8.11	120.3	3.2	124
106460	2015	06	16	09	0.54	7.72	124.9	0.6	7.93	120	2.4	95
106461	2015	06	16	12	0.52	7.59	124.2	0.57	7.8	119.6	2.8	93
106462	2015	06	16	15	0.53	7.43	123.6	0.6	7.67	119.2	4	128
106463	2015	06	16	18	0.59	7.02	122.3	0.78	7.41	118.5	4.5	147
106464	2015	06	16	21	0.59	6.76	121.2	0.8	7.2	117.8	3.2	101
106465	2015	06	17	00	0.63	6.54	120.5	0.93	7.09	117.3	5.9	83
106466	2015	06	17	03	0.84	3.76	103.6	1.99	5.78	103.7	6.8	92
106467	2015	06	17	06	0.9	4.09	100.2	2.2	6.04	100.4	6.3	86
106468	2015	06	17	09	0.87	4.38	101.1	2.05	6.19	101	4.2	107
106469	2015	06	17	12	0.84	6.02	118.7	1.57	7.06	115.6	4.9	115
106470	2015	06	17	15	0.9	6.17	120.6	1.71	7.26	117	6.1	134
106471	2015	06	17	18	0.95	5.57	116.9	1.98	6.94	114.2	4.4	115
106472	2015	06	17	21	0.98	5.48	117.6	2.08	6.92	114.8	5.8	96
106473	2015	06	18	00	1.09	5.36	117.2	2.44	7.05	114.2	7	95
106474	2015	06	18	03	1.23	5.2	114	2.92	7.25	111.1	7.2	99
106475	2015	06	18	06	1.25	5.26	114.6	2.96	7.32	111.5	7.1	105
106476	2015	06	18	09	1.13	5.42	116.6	2.55	7.18	113.5	5.2	104
106477	2015	06	18	12	0.96	5.52	119.3	2	6.88	116.4	5	122
106478	2015	06	18	15	0.86	5.48	120.6	1.7	6.62	117.9	5.7	138
106479	2015	06	18	18	0.82	5.16	118.2	1.64	6.32	116.2	4	121
106480	2015	06	18	21	0.79	4.99	119.2	1.56	6.09	117.4	5	112
106481	2015	06	19	00	0.79	5.07	121.8	1.53	6.1	119.7	5.2	99
106482	2015	06	19	03	0.86	4.92	120.9	1.78	6.15	118.7	6.3	100
106483	2015	06	19	06	0.87	4.85	120.8	1.83	6.12	118.8	4.4	100
106484	2015	06	19	09	0.78	5.15	124.2	1.47	6.09	121.8	4.5	103
106485	2015	06	19	12	0.75	5.24	125.6	1.36	6.06	123.1	6.2	114
106486	2015	06	19	15	0.84	4.1	116.8	1.87	5.53	115.9	5.8	125
106487	2015	06	19	18	0.83	4.6	122.3	1.72	5.79	120.5	2.2	85
106488	2015	06	19	21	0.77	4.83	122.5	1.49	5.83	120.7	4.9	51
106489	2015	06	20	00	0.76	4.99	122.6	1.44	5.94	120.7	3.8	83
106490	2015	06	20	03	0.72	5.14	122.8	1.29	5.97	120.8	3.1	82
106491	2015	06	20	06	0.68	5.23	124	1.15	5.93	122	3.6	88
106492	2015	06	20	09	0.64	5.28	124.3	1.02	5.88	122.4	0.9	96
106493	2015	06	20	12	0.6	5.32	124.7	0.89	5.81	122.8	2.3	155
106494	2015	06	20	15	0.55	5.52	124.6	0.72	5.89	122.7	1.3	228
106495	2015	06	20	18	0.49	5.77	125.8	0.54	5.97	123.6	2.6	359
106496	2015	06	20	21	0.42	5.85	125.7	0.45	5.97	123.4	2	322
106497	2015	06	21	00	0.36	5.87	126.9	0.37	5.91	124.5	2.4	341
106498	2015	06	21	03	0.3	5.81	126.5	0.3	5.8	124.2	2.4	296
106499	2015	06	21	06	0.25	5.69	125.6	0.24	5.62	123.5	3.1	269
106500	2015	06	21	09	0.45	1.99	265.9	0.01	0.17	82.1	4.2	247
